AwayGoals,AwayPos,aShots,aOnt,aOft,aBlock,aPass,aClear,aCorners,aOff,aTackles,aAerial,aSaves,aFouls,aFoulsW,aYellow,aRed
4,56.7,13,7,4,2,74.8,4,5,0,63.2,56.4,1,15,7,1,0
0,68.1,12,3,5,4,86.2,1,6,2,54.5,43.9,1,10,9,3,0
0,52.3,8,3,3,2,82.6,0,4,1,47.8,43.5,3,7,10,1,0
0,59.2,11,2,4,5,76.9,2,9,1,88.9,53.2,2,12,5,1,1
1,49.3,2,1,1,0,74.3,1,6,2,62.5,60.7,6,17,8,4,0
5,42.4,22,12,7,3,77.7,3,6,1,56.3,58.3,4,17,13,3,0
0,60.5,9,3,4,2,82.1,0,7,3,60,49,2,6,7,2,0
2,48.3,7,4,1,2,80.8,2,2,4,60,42.6,4,7,9,2,0
1,45.2,10,5,3,2,77.7,3,7,4,57.9,52.4,3,13,17,2,0
0,31.1,3,0,3,0,76.8,0,0,1,64.7,59.1,1,9,11,1,1
1,70.4,16,4,9,3,86,2,5,1,81.8,56.5,2,4,8,1,0
2,39.8,10,3,4,3,63,3,3,0,53.8,52.5,1,16,10,4,0
2,50.9,17,6,4,7,77.2,2,6,2,69.6,51,3,8,7,1,0
0,47.4,8,1,4,3,82.5,1,2,2,57.1,50,8,13,5,3,0
0,55.4,10,3,2,5,83.6,1,5,1,29.4,42.3,1,10,14,1,0
1,58.6,14,6,6,2,86.3,0,6,1,50,48.6,2,16,5,2,0
0,60.9,14,5,6,3,84.4,0,6,1,66.7,64.7,1,6,5,1,0
3,62.8,19,8,7,4,91.1,3,2,5,46.7,40.7,6,8,4,2,0
1,50.1,13,4,3,6,77.8,3,7,0,51.6,45.9,4,10,7,1,1
0,53.5,9,3,2,4,83.3,2,7,1,69.2,38.2,4,9,8,2,0
2,41.9,14,9,3,2,81.3,3,4,0,45,35.7,3,15,13,1,0
2,45,6,3,2,1,73,2,4,1,45.5,47.4,1,13,7,3,0
1,55.8,11,4,6,1,82.1,2,2,3,72.2,55.6,5,13,16,2,0
0,58.6,11,2,6,3,82.8,0,3,0,63.2,50,4,10,11,1,0
2,30.2,2,1,1,0,63.4,1,3,1,66.7,55.8,3,9,8,3,0
0,31.3,5,4,0,1,78.9,0,4,2,41.7,26.7,3,9,5,2,0
0,71.3,16,3,6,7,88.2,1,3,3,50,48.6,4,8,12,1,0
3,35.2,6,3,1,2,59.3,3,5,2,75,54.2,6,9,8,3,0
0,53.4,13,1,5,7,83.2,0,4,3,66.7,51.5,5,12,13,1,1
1,59.5,14,5,5,4,76.4,2,7,0,50,51.1,3,14,4,4,0
2,47.6,7,4,2,1,82.8,1,1,0,76.9,33.3,8,4,12,3,0
1,24.7,8,1,4,3,72.7,0,1,8,55,34.2,5,4,5,0,0
1,37.5,7,1,6,0,62.7,0,6,2,76.5,48.1,4,7,13,2,0
0,58.3,9,3,4,2,79.2,2,9,2,56.7,59.3,4,14,14,2,0
1,51.8,11,7,3,1,77.7,4,6,1,50,55.6,4,7,10,1,0
0,35.9,11,6,2,3,77.3,0,3,0,73.3,42.9,2,11,19,3,0
5,54.7,15,6,7,2,85,4,5,1,70,56.4,3,11,8,2,0
2,68.6,25,8,6,11,88.5,4,16,0,60,63.3,0,7,8,1,0
2,41.3,8,5,1,2,67.8,3,7,2,42.1,50,3,12,12,4,1
2,45.2,13,9,3,1,79.6,0,6,1,46.2,44.8,6,19,13,5,0
1,58.6,21,8,9,4,79.5,2,3,1,57.9,60,1,7,15,2,0
2,37.7,8,2,5,1,78.8,2,4,0,66.7,53.5,3,11,6,1,0
0,47.2,10,2,3,5,83.1,0,2,0,68.4,50,4,16,15,4,1
1,45,8,2,2,4,77.3,1,5,1,78.6,58.3,3,11,9,3,0
0,46.5,6,2,1,3,86.8,2,1,3,44.4,50,2,6,9,1,0
1,51.2,13,3,5,5,77.1,0,5,0,64.3,57.1,4,11,5,3,0
0,51.4,8,3,3,2,86.6,2,2,3,71.4,32,5,10,15,1,0
3,63.8,15,7,2,6,77.8,3,4,1,54.5,53.3,2,16,10,0,0
3,73.8,18,5,4,9,88.9,4,5,4,75,51.6,6,13,7,3,0
1,19.8,8,3,2,3,74.7,1,6,4,66.7,61.5,2,5,10,2,0
1,34.9,13,4,6,3,66,1,3,1,58.3,36.9,2,11,9,2,0
3,53.4,23,8,5,10,84.2,2,8,0,69.2,58.6,3,9,8,1,0
2,49.3,12,4,5,3,75.2,3,5,0,63.2,38.5,3,10,9,3,0
2,28.7,5,3,1,1,61,1,1,0,52,39.5,2,18,7,4,0
2,50.9,10,2,4,4,79.2,1,4,5,53.8,45.7,1,6,11,0,0
3,45.1,16,10,4,2,79.3,3,7,2,64.7,51.5,2,11,12,1,0
1,47.2,9,3,4,2,86.5,0,4,5,46.7,66.7,2,5,7,1,0
0,64.8,12,1,7,4,80.7,2,6,1,68.8,63.6,1,18,10,3,0
1,65.6,9,2,4,3,86.7,0,6,1,65.2,66.7,1,8,17,2,0
0,57.5,6,4,0,2,78.7,0,4,1,71.4,54,2,11,16,1,0
1,49.8,12,3,7,2,77.4,1,5,3,55.2,36.1,4,14,9,0,0
1,32.5,18,5,9,4,64.5,1,7,1,68.8,48.8,7,11,11,1,0
2,37.4,12,4,4,4,70.5,1,5,2,60,44,6,13,10,2,0
1,42.7,8,3,4,1,73.2,2,6,4,68.2,31.1,3,10,11,2,0
0,55.9,8,2,4,2,72.2,2,7,1,55.9,49.1,1,11,11,3,0
1,36.7,12,4,7,1,80.7,2,5,1,71.4,39.1,5,11,9,3,0
2,63.8,15,6,6,3,78.1,3,9,1,28.6,55.9,3,6,9,1,0
2,44.6,3,2,1,0,84,0,2,1,58.8,40,8,4,13,0,0
0,30,8,2,4,2,69.4,1,3,1,57.9,47.8,1,13,3,2,0
1,61.9,8,2,4,2,84.9,2,3,3,54.5,40,2,7,11,3,0
0,53.8,18,7,7,4,84.5,0,5,0,42.9,40.9,1,13,15,4,0
5,57.1,14,9,3,2,86.5,4,1,4,72.2,48.6,3,13,6,2,0
1,47.1,8,3,4,1,77.6,2,4,1,78.6,60,2,19,9,1,0
0,53.5,11,3,5,3,63.4,1,7,1,71.4,48.9,1,12,6,0,0
0,64.6,10,3,3,4,80.2,0,2,0,50,37.5,2,14,16,1,1
3,51.8,5,3,2,0,78.5,2,2,3,58.3,57.6,3,11,14,1,0
1,29.9,7,4,2,1,78.1,1,0,0,44.8,54.5,3,9,13,0,0
1,42.1,12,5,5,2,76.6,1,2,5,66.7,31.8,4,9,9,2,0
0,46.1,5,1,3,1,86.7,0,3,1,70.6,36.4,3,8,10,0,0
1,71.2,23,7,11,5,89,6,9,2,44.4,37.5,1,12,11,4,1
2,35.7,10,4,3,3,81.1,1,4,0,38.5,58.8,0,6,12,0,0
1,35.6,14,5,6,3,70.9,0,3,3,57.9,37,6,12,12,1,0
4,53,11,4,2,5,80.7,0,7,1,72.2,59.3,4,8,8,2,0
0,30.4,5,4,1,0,61.2,1,1,1,66.7,51.9,3,8,10,2,0
0,32.3,8,3,2,3,79.4,0,5,1,75,57.9,6,10,8,2,0
0,57,10,3,3,4,71.8,0,9,1,75,53,2,1,11,1,0
0,63.1,17,5,8,4,80.7,2,3,2,56.5,37.9,4,9,5,3,0
2,42.8,9,4,5,0,86.6,3,2,1,50,57.1,3,3,14,1,0
0,59,9,3,2,4,84.5,0,12,0,66.7,29.4,3,11,11,2,0
0,49.1,11,1,9,1,84.2,1,2,4,58.8,46.7,4,7,6,2,0
2,39.2,20,4,9,7,80.4,1,5,3,50,52,3,13,14,1,0
3,68.7,6,3,1,2,86.6,3,7,2,62.5,50,5,7,6,1,0
3,58.8,20,3,9,8,84.9,3,7,1,46.7,63.2,4,7,8,0,0
3,47.5,21,9,9,3,73.6,4,8,1,56.3,41.5,3,11,8,2,0
1,42.9,8,5,2,1,81.2,2,1,1,56,50,5,15,10,3,0
2,48.7,15,7,6,2,74.7,1,5,1,57.1,61.5,3,12,9,3,0
2,37.3,8,4,2,2,83.4,1,3,1,40,48,3,11,13,3,1
1,41.4,7,3,3,1,76.1,2,5,0,65.2,46.9,4,16,14,5,0
2,54.5,19,5,8,6,78.1,1,7,2,53.8,48.6,5,13,23,2,0
0,38.1,15,3,7,5,82.8,1,3,3,65,41.9,9,11,8,0,0
2,76.3,26,6,10,10,87.3,1,13,2,50,48.9,2,14,7,0,0
1,37.6,10,3,3,4,77.4,1,4,3,50,30,6,12,8,3,0
4,51.8,16,6,5,5,76.4,3,8,6,54.5,39.5,4,10,10,1,0
1,53.8,10,3,4,3,86.5,1,5,1,56.5,50,3,15,9,1,0
1,48.9,15,3,8,4,85.9,3,3,2,33.3,71.4,1,5,7,0,0
4,82.1,15,6,7,2,94.2,1,5,0,42.9,47.4,2,10,10,2,0
0,42,15,5,9,1,81.5,0,1,2,44.4,57.9,2,12,8,1,0
4,46.7,17,8,5,4,78.9,5,4,1,56.3,42.9,0,12,9,0,0
1,32.3,5,2,1,2,79.4,1,1,2,57.1,32,4,6,5,1,0
2,46.9,12,3,3,6,82.3,1,4,0,47.1,56.5,0,12,9,0,0
1,37.3,11,4,2,5,76.2,0,8,2,58.8,72.7,3,13,20,3,0
2,32,14,5,6,3,47.8,3,4,1,52.9,49.3,3,10,11,0,0
1,39.3,5,3,1,1,82.3,0,5,2,66.7,78.3,4,7,11,2,2
3,58.9,18,7,4,7,85.8,1,6,0,70,62.5,5,18,12,1,0
1,31.4,9,3,4,2,74.1,2,6,2,62.5,58.6,0,10,8,1,0
1,34.3,12,1,7,4,72.9,3,6,2,78.6,52.2,4,9,7,2,0
1,46.7,11,3,4,4,74.9,1,6,2,53.3,37.1,5,10,12,2,0
2,50.2,21,8,7,6,78.7,3,11,1,66.7,55.9,0,8,10,1,0
2,51.7,12,5,4,3,90.2,1,2,5,60,66.7,3,10,12,0,0
0,45.9,12,6,4,2,83.5,2,4,1,38.9,29.2,4,6,10,1,0
4,31.7,14,6,4,4,71.2,3,6,1,55.6,43.8,7,9,11,1,0
1,57.6,20,10,6,4,77.3,0,6,2,65,54.1,2,11,16,0,0
2,55.4,22,4,12,6,78.5,2,4,2,60,72.7,1,8,4,1,0
2,61.4,19,5,10,4,90.8,1,7,1,16.7,47.8,1,9,10,1,0
0,34.2,8,1,3,4,77.2,0,6,0,53.8,38.1,6,9,7,1,0
2,70,20,3,10,7,87.6,0,6,1,55,51.4,4,10,8,0,0
0,58.1,11,2,5,4,82.6,0,9,1,64.7,43.3,3,6,15,1,0
0,51.3,10,3,4,3,85.6,0,8,1,71.4,52.2,3,8,14,1,0
2,52.5,13,5,5,3,81.9,3,6,2,60,59.3,2,13,10,2,0
1,70.8,23,9,9,5,84.4,3,10,5,52.6,71.8,2,13,9,0,0
1,33.2,4,2,1,1,64.7,2,2,3,61.5,55,3,12,11,1,0
4,40.8,14,7,6,1,71.7,3,5,2,66.7,52.4,2,9,8,2,0
0,55.8,16,4,7,5,85.5,0,6,0,68.8,68.4,3,11,21,1,0
2,29.8,10,4,5,1,57.9,1,4,1,50,43.6,9,9,14,2,0
1,31.5,7,4,1,2,80.6,2,3,4,33.3,52.9,8,7,9,1,0
1,55.5,17,6,6,5,84.1,2,2,3,63.6,57.5,2,11,9,4,0
0,68.5,17,4,8,5,86.9,3,12,1,40,61.5,2,7,13,0,0
1,40.9,8,1,3,4,81.7,0,3,1,73.7,52,3,10,13,3,0
0,27.3,4,1,3,0,63.5,0,3,0,70,39.3,4,12,13,2,0
1,38.3,10,5,3,2,74.4,1,5,0,51.7,43.3,1,14,10,1,0
2,72,13,3,7,3,91.8,2,11,2,40,50,2,7,11,1,1
0,35.6,11,2,4,5,76.3,0,3,0,48,58.3,4,9,8,0,1
1,38.1,17,7,6,4,77.6,1,8,4,66.7,47.6,4,15,6,1,0
1,30.5,3,1,0,2,74.1,0,1,0,66.7,47.2,4,11,9,3,0
1,30.3,10,3,4,3,73.5,2,3,4,40,56.7,5,12,9,2,0
2,65.4,16,6,4,6,84.7,3,8,0,63.6,42.9,4,7,8,0,1
0,52.5,8,2,2,4,86.9,1,3,2,57.9,42.3,3,15,8,2,0
2,47.2,12,3,4,5,75.3,0,3,0,52.6,50,5,8,8,1,0
0,60.5,14,4,10,0,76.9,0,10,2,64.3,48.8,3,11,12,1,0
0,44.8,8,1,6,1,77.8,0,3,1,85.7,59.3,3,7,12,2,0
2,42.9,10,5,2,3,66.7,2,3,2,50,53.8,4,12,11,0,0
2,63.7,15,5,5,5,83.8,0,9,1,61.5,63,1,13,7,3,0
3,53.2,12,7,2,3,83.9,2,5,1,57.9,70.8,2,15,11,5,0
3,54.9,14,5,3,6,89.1,2,4,3,58.3,60.9,2,6,9,1,0
2,28.9,2,2,0,0,68.7,0,3,3,37.5,47.8,6,15,12,1,1
1,33.7,9,5,4,0,68.2,1,0,2,27.8,47.5,8,11,15,4,0
4,64.3,23,10,6,7,89.4,5,8,2,70,38.6,0,12,6,0,0
1,50.4,7,3,4,0,83.2,0,4,1,42.1,40,3,8,11,0,0
1,52.5,13,6,4,3,83,1,4,1,76.5,37,6,10,10,0,0
3,33.9,9,6,3,0,74.2,3,2,1,72.7,56.8,3,9,9,4,0
2,46.6,7,5,2,0,69,1,7,1,77.8,40.9,5,10,10,0,0
2,58.7,11,5,4,2,81.7,2,3,3,57.1,57.5,4,14,13,2,0
1,47.5,15,7,5,3,75,0,4,2,56.5,50,1,20,13,2,0
1,42.3,5,3,0,2,77.1,2,6,2,40,28,5,7,13,2,0
5,33.8,14,7,4,3,74.7,2,3,4,63.2,50,5,6,11,1,0
1,45.9,9,1,4,4,75.1,0,7,1,52.9,58.1,7,13,12,2,0
2,56.2,11,4,6,1,87.9,3,1,1,50,45.8,2,12,13,3,0
3,64.2,16,7,6,3,86.5,5,2,3,61.1,59.4,2,10,10,1,0
3,63,16,7,4,5,86.6,1,5,0,60,58.5,2,8,15,1,0
2,49.9,9,3,3,3,79.1,1,8,1,66.7,51.4,1,13,18,2,0
0,34.7,3,1,2,0,79.6,0,1,1,54.5,56.5,3,5,12,1,0
2,48.8,13,4,7,2,69,1,7,4,64,40.6,5,12,13,2,0
1,47.3,12,4,5,3,75.8,1,2,1,64.3,44.2,5,10,16,1,0
2,40.6,8,6,0,2,67.8,2,5,1,32,54.5,3,10,11,0,0
0,28.3,1,0,1,0,71.1,0,1,0,50,50,5,9,10,2,0
1,47.4,6,3,2,1,82.4,0,3,1,72.2,67.6,1,14,12,2,1
0,38.2,7,0,3,4,81.5,0,3,2,53.8,64.3,4,2,12,0,0
0,62.3,15,8,2,5,83.7,0,5,3,70.6,58.8,4,6,16,0,0
0,56.2,12,1,6,5,77.4,0,2,1,73.7,50,3,15,15,1,0
2,34.1,14,5,6,3,68.7,0,4,1,66.7,50,3,6,8,4,0
3,53.9,8,7,1,0,84.9,2,2,3,50,44.4,0,13,13,0,0
1,51,15,6,4,5,76.2,1,2,4,50,56,3,10,9,3,0
2,41.7,11,6,3,2,83.4,0,5,4,68.2,54.5,5,4,6,0,0
0,34.5,7,1,4,2,80.8,0,3,0,50,44.4,8,12,10,3,0
0,65.2,17,2,10,5,83.3,2,6,1,52.6,51.6,3,9,9,1,0
0,47.2,9,5,2,2,67.4,0,7,1,52.9,43.5,3,10,11,0,0
1,36.9,10,3,5,2,77.5,0,4,1,33.3,48.5,3,8,10,3,0
2,34.1,8,6,0,2,78.3,1,2,1,61.5,23.1,6,12,9,3,0
1,35.8,5,1,3,1,75.6,1,5,4,72.2,53.7,1,17,8,3,0
1,58.8,15,3,6,6,82,2,4,2,50,50,4,12,4,1,0
2,49.5,15,7,4,4,75.4,2,3,2,68.8,40.5,2,11,17,3,0
0,50.8,10,2,6,2,82.5,2,3,0,58.3,48.4,1,13,12,0,0
2,63.4,8,4,4,0,84.4,2,6,1,52.2,59.1,1,8,10,1,0
1,40.4,9,2,5,2,72.5,3,1,2,47.6,52,3,9,12,1,0
1,51.9,11,3,2,6,81,1,3,2,55,63.9,3,7,7,1,0
1,45.8,11,5,5,1,85.4,1,2,4,73.7,47.4,1,8,9,0,0
1,61.1,16,4,6,6,82.1,2,8,2,88.9,42.6,6,12,5,2,0
0,71.8,16,4,5,7,84.4,3,7,1,77.8,55.9,1,6,13,0,0
0,63,11,1,6,4,86.3,0,6,2,66.7,56.3,2,13,4,0,0
1,27.9,6,1,2,3,83.2,0,2,1,58.8,38.1,7,5,8,1,0
0,53.4,9,1,4,4,77.5,1,10,0,53.8,26.9,0,9,13,2,0
0,59.6,16,4,10,2,83,1,3,0,55.6,46.3,1,14,10,1,0
3,55.8,12,4,4,4,82.6,0,7,1,88.9,48.1,2,3,14,1,0
0,41.7,10,3,4,3,77.9,1,4,0,45.5,52.9,3,10,6,0,0
0,42.5,11,4,2,5,82.2,0,4,3,35.7,50,6,12,11,2,0
2,60.7,16,8,4,4,83.5,4,3,1,66.7,44.4,3,9,9,0,0
1,36.8,9,3,4,2,80.7,3,2,1,69.2,43.5,1,11,6,1,0
0,70.1,15,6,7,2,81.9,1,4,0,47.6,40,1,13,8,0,0
1,30.8,9,4,3,2,60.4,1,5,0,81.3,56.8,3,14,13,2,0
1,52.4,14,4,7,3,80.1,2,5,0,21.4,61.8,5,13,10,0,0
0,53.3,13,5,6,2,74.8,1,4,2,50,63.2,4,13,11,2,0
2,25.5,3,2,1,0,66.4,0,0,1,63.6,54.8,4,6,10,0,0
1,69.2,20,4,13,3,82.8,0,7,0,43.8,46.5,2,7,11,3,0
2,50.1,16,7,2,7,83.1,0,8,1,81.3,48.8,1,12,10,1,0
1,55,15,3,6,6,88.6,2,3,3,60,40.9,1,9,11,2,0
1,28.4,10,6,3,1,68.9,0,4,1,56.3,33.3,4,11,9,2,0
1,70.9,9,3,4,2,85.3,1,6,4,50,69.7,0,10,9,1,0
0,37.9,10,3,6,1,59.9,3,5,3,62.5,56,1,10,15,0,1
2,28.6,9,6,3,0,68.1,2,2,2,57.1,53.3,6,10,10,1,0
0,34.9,4,2,2,0,65.1,2,4,3,50,50.9,4,14,10,2,0
0,59,18,7,5,6,80.2,3,9,1,61.1,61.3,5,8,11,0,0
1,54,8,3,4,1,73.2,0,5,0,64.3,55,2,13,7,1,0
3,70.4,16,7,4,5,90.2,1,10,0,54.5,46.7,1,8,8,1,0
0,54.1,8,5,2,1,85.4,2,7,1,72.2,50,6,12,11,2,0
0,34.4,10,4,4,2,77.9,0,5,2,43.8,35.5,3,13,8,0,0
2,48.9,10,4,3,3,75.4,0,6,1,22.2,51.4,2,9,8,2,0
1,73.1,10,7,0,3,86.1,0,5,3,70,58.8,2,10,12,0,0
2,54.1,9,5,2,2,79.1,1,5,0,90,53.8,1,17,8,2,0
2,50.3,12,3,6,3,85.5,1,4,2,40,37.5,2,16,7,1,0
1,62,15,4,3,8,82.9,2,12,1,43.5,52.2,3,6,6,2,0
3,46.7,16,4,6,6,72.8,2,4,1,52.9,56,3,14,15,0,0
0,39.6,7,3,2,2,85.7,0,2,0,39.1,50,3,13,12,3,0
0,41.8,4,1,1,2,75.5,0,2,3,50,34.5,9,12,14,3,0
0,31.8,8,3,2,3,76.8,0,3,1,45.5,48.1,5,8,7,2,0
0,34.4,4,1,3,0,71.9,1,0,4,58.3,64.1,4,12,16,2,0
0,56.1,13,3,5,5,86.9,1,2,1,63.2,45,1,15,10,3,0
4,44.1,8,5,3,0,85.5,3,1,2,70,41.2,2,8,13,1,0
2,68.9,9,3,4,2,86.5,2,8,2,47.1,58.8,3,8,8,0,0
0,66.4,14,3,6,5,87.4,0,7,0,58.3,44.2,7,12,11,2,0
1,45.5,10,2,6,2,75.7,0,7,0,42.9,41.5,6,10,8,0,0
2,73.8,14,5,5,4,84.3,1,7,5,58.8,42.4,1,14,11,1,0
0,39.4,8,1,6,1,72.9,1,3,4,66.7,70.3,3,10,10,3,1
3,38,6,3,3,0,81.1,1,1,4,62.5,50,2,10,14,1,0
1,58,18,2,7,9,88.9,2,7,2,60,57.6,2,14,20,3,0
2,74.3,13,6,1,6,91.8,2,3,2,87.5,54.8,0,5,8,1,0
2,42.5,9,5,2,2,76.7,2,2,3,66.7,48.4,1,10,16,1,0
2,36.8,10,6,4,0,75.5,3,1,1,53.8,68.6,6,12,12,3,0
3,43.6,20,10,4,6,77.4,2,3,1,50,48.1,1,15,10,1,0
1,36.6,13,4,7,2,74.8,1,3,3,23.1,66.7,1,6,12,0,0
1,31.7,8,4,2,2,64.9,1,2,3,61.1,52.6,4,9,11,1,0
1,45.4,9,3,1,5,89.1,1,6,3,53.8,52.2,5,8,10,2,2
0,25.4,3,1,2,0,65.1,1,3,2,50,40,6,6,10,3,2
2,38.7,6,3,2,1,76.1,1,1,2,42.9,39.5,4,11,13,3,0
0,28.9,1,0,1,0,65.2,1,2,2,40,62.9,7,9,7,1,0
3,49.2,8,7,0,1,72.2,4,4,2,59.3,35.3,7,16,17,3,0
3,67.2,14,5,6,3,89.2,3,5,1,61.5,50,1,8,6,0,0
0,56.8,8,4,1,3,81.8,0,2,1,46.2,61.1,2,11,11,1,0
2,39.1,13,3,5,5,75.1,4,12,0,57.1,36.4,3,6,13,4,0
0,52.7,6,4,1,1,88,1,6,1,60,47.1,1,10,6,2,0
0,25,4,1,2,1,75.5,0,0,1,46.7,50,4,10,7,3,0
2,62.5,12,7,3,2,80.8,3,3,1,62.5,64.3,1,10,9,0,0
0,56.7,14,3,8,3,85.9,2,7,2,40,54.5,3,16,9,3,0
1,40.2,8,4,3,1,74.1,1,1,5,56.5,60.7,4,11,11,0,0
3,50.2,14,7,6,1,85.9,3,2,2,80,47.8,1,11,7,2,0
2,61.8,18,10,5,3,77.7,4,4,2,33.3,47.9,2,7,16,0,0
0,21.1,4,0,4,0,71.4,0,1,0,80,50,5,7,14,1,0
0,50.5,10,3,5,2,73.8,0,0,0,58.3,48.1,5,14,10,1,0
1,65,19,6,3,10,86.2,0,11,1,63.2,55.9,1,10,12,1,0
2,24.2,5,3,1,1,68.9,1,2,5,60,17.9,3,12,10,1,0
3,45.8,17,7,6,4,75.4,5,4,2,61.1,32.6,1,8,9,0,0
2,57.7,9,2,4,3,73.3,0,5,0,46.7,51.9,4,15,9,3,0
3,42,9,5,4,0,77.3,4,5,2,53.3,52.4,4,6,11,2,0
5,77.7,18,7,4,7,91.2,1,8,1,62.5,73,1,8,8,0,0
0,40.8,7,1,4,2,78,0,4,2,50,46.7,3,18,9,3,0
1,28.2,6,4,2,0,66.8,0,0,6,60,58.3,6,8,10,1,0
0,30.9,11,4,4,3,72.6,0,2,1,42.9,34.4,7,9,10,2,0
1,41,6,2,4,0,72.3,1,1,0,57.9,42.1,4,10,9,1,0
0,64.4,9,5,3,1,87.9,0,3,3,68,43.5,4,16,7,3,0
0,33.6,4,1,2,1,74.9,0,2,1,36.4,64,3,8,9,0,0
3,58,14,5,4,5,82.9,2,7,1,47.1,39.5,4,4,13,0,0
0,34.3,8,4,1,3,73.3,1,3,8,50,72.2,3,6,15,1,0
0,27.8,2,0,1,1,72.2,0,1,0,60,46.2,2,8,8,0,0
3,32.2,12,5,5,2,67,1,0,2,52.6,41.5,4,14,8,1,0
1,33.4,7,2,3,2,69.2,1,2,0,30,50,2,9,8,1,0
0,55.2,10,2,3,5,73.8,0,4,1,46.2,45.6,2,9,11,1,0
1,69.8,21,6,7,8,88.2,2,12,3,52.9,38.9,2,10,11,3,0
0,52.4,8,3,5,0,76.1,0,5,1,66.7,40,2,11,9,2,0
0,32.8,12,2,6,4,76,0,3,1,50,45.2,4,11,11,1,0
0,34.9,5,1,3,1,77.6,0,4,2,71.4,38.5,5,12,4,2,0
1,47.6,15,4,5,6,80.5,1,5,2,53.8,55.8,5,15,13,2,0
0,33.8,7,3,3,1,68.2,1,2,2,53.3,47.5,3,12,13,3,1
1,62.7,13,7,2,4,83.9,1,4,2,66.7,64.7,0,13,14,2,0
2,47.2,5,3,1,1,88.8,1,5,1,63.6,66.7,2,11,6,2,0
0,67.1,17,1,11,5,80.4,1,10,1,12.5,60,1,12,3,3,0
2,56.7,9,3,5,1,80.5,1,6,3,35.7,44.2,1,11,10,2,0
3,45.4,18,6,8,4,88.1,5,3,0,55.6,66.7,1,10,11,1,0
0,63.3,18,5,9,4,84.8,1,5,1,60,36.4,4,13,15,1,0
0,55.6,7,2,1,4,80.6,0,6,3,59.1,52.1,2,18,8,3,0
3,45.5,11,4,4,3,82.9,1,8,0,61.5,32.1,1,8,13,1,0
4,61.9,21,12,7,2,82.7,4,5,2,78.6,35.7,3,4,7,2,0
1,40,11,5,5,1,76,2,4,0,62.5,51.2,2,7,9,0,0
1,51.6,15,5,6,4,79.6,2,10,1,72.2,40.5,7,10,22,0,0
